date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:41:24	1134648/1134648	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22115038-6968d043-e2fd7ab2c010a1bd;gz%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/css/webfonts/fa-regular-400.ttf	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/css/webfonts/fa-regular-400.ttf	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/css/vendor/all.min.css)
15:41:24	197/197	---M--	200	added ('OK')	image/png	etag:%22c5-6968d03f-a6abc84ac8f4127;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/close.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/close.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/css/app.css)
15:41:24	36658/36658	---M--	200	added ('OK')	image/png	etag:%228f32-6968d04e-2946ea2308a0c8f3;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/icons/earth.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/icons/earth.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/css/app.css)
15:41:25	135550/135550	---M--	200	added ('OK')	image/png	etag:%222117e-6968d04a-f6777e2130681f89;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/banner/banner-mobile-bg.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/banner/banner-mobile-bg.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/css/app.css)
15:41:25	431326/431326	---M--	200	added ('OK')	image/png	etag:%22694de-6968d04b-874f57ab1f5f46d6;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/banner/banner-tab-bg.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/banner/banner-tab-bg.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/css/app.css)
15:41:25	231443/231443	---M--	200	added ('OK')	image/png	etag:%2238813-6968d04b-a290c1d762f50ad3;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/bg/discount-banner.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/bg/discount-banner.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/css/app.css)
15:41:26	519814/519814	---M--	200	added ('OK')	image/png	etag:%227ee86-6968d04c-f7a30d44ec4e9a8f;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/bg/page-header-bg.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/bg/page-header-bg.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/css/app.css)
15:41:26	597934/597934	---M--	200	added ('OK')	image/png	etag:%2291fae-6968d04b-866689c07ed1be82;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/banner/hero-1-main-bg-1.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/banner/hero-1-main-bg-1.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/css/app.css)
15:41:27	2260434/2260434	---M-Z	200	added ('OK')	application/x-javascript	etag:%22227dd2-6968d04b-ada0bdaa819df925;gz%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/js/vendor/video.js	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/js/vendor/video.js	(from https://uiparadox.co.uk/templates/globe-trekk/v3/about.html)
15:41:28	388326/388326	---M--	200	added ('OK')	image/png	etag:%225ece6-6968d04f-f223b848032f40fd;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/tour/tour-detail.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/tour/tour-detail.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/tour-detail-sidebar.html)
15:41:28	31804/31804	---M-Z	200	added ('OK')	application/x-javascript	etag:%227c3c-6968d048-855204278fbc42ae;gz%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/js/vendor/jquery-validator.js	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/js/vendor/jquery-validator.js	(from https://uiparadox.co.uk/templates/globe-trekk/v3/tour-booking.html)
15:41:28	7399/7399	---M--	200	added ('OK')	image/png	etag:%221ce7-6968d04c-107f9345bc698d9;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/blogs/blog-list-sm1.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/blogs/blog-list-sm1.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/blog-grid-left-sidebar.html)
15:41:29	7578/7578	---M--	200	added ('OK')	image/png	etag:%221d9a-6968d04c-5d81acb9eec56f32;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/blogs/blog-list-sm2.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/blogs/blog-list-sm2.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/blog-grid-left-sidebar.html)
15:41:29	5440/5440	---M--	200	added ('OK')	image/png	etag:%221540-6968d04c-14e6a10d94ef6811;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/blogs/blog-list-sm3.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/blogs/blog-list-sm3.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/blog-grid-left-sidebar.html)
15:41:29	525168/525168	---M--	200	added ('OK')	image/png	etag:%2280370-6968d04f-cb6cc15277bdf07d;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/tour/tour-detail-2.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/tour/tour-detail-2.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/tour-detail.html)
15:41:29	771/771	---M--	200	added ('OK')	image/png	etag:%22303-6968d04f-dd187daf297d8b26;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/icons/quote-1.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/icons/quote-1.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/blog-detail.html)
15:41:29	784/784	---M--	200	added ('OK')	image/png	etag:%22310-6968d04f-5582dc01ae6dda63;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/icons/quote-2.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/icons/quote-2.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/blog-detail.html)
15:41:30	115832/115832	---M--	200	added ('OK')	image/png	etag:%221c478-6968d04b-ba0f32d7971c66dd;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/blogs/blog-detail.png	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/blogs/blog-detail.png	(from https://uiparadox.co.uk/templates/globe-trekk/v3/blog-detail.html)
15:41:31	11238216/11238216	---M--	200	added ('OK')	video/mp4	etag:%22ab7b48-6968d048-352a7a318c194b72;;;%22	https://uiparadox.co.uk/templates/globe-trekk/v3/assets/media/inner-banner-video.mp4	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/assets/media/inner-banner-video.mp4	(from https://uiparadox.co.uk/templates/globe-trekk/v3/about.html)
15:41:32	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-ade767d8eb9a17c2;gz%22	https://uiparadox.co.uk/templates/globe-trekk/v3/baseUrl,%20window_1.location%20||%20DEFAULT_LOCATION	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/baseUrl,%20window_1.location%20__%20DEFAULT_LOCATION	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/js/vendor/video.js)
15:41:32	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-ade767d8eb9a17c2;gz%22	https://uiparadox.co.uk/templates/globe-trekk/v3/relativeUrl,%20baseUrl	C:/Users/super/OneDrive/Escritorio/panaroots/uiparadox.co.uk/templates/globe-trekk/v3/relativeUrl,%20baseUrl	(from https://uiparadox.co.uk/templates/globe-trekk/v3/assets/js/vendor/video.js)
